"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/demo/merge.html","14","1","14","108"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/demo/requirejs.html","10","3","10","91"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/demo/widget.html","10","1","10","89"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/mode/slim/index.html","10","1","10","74"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/mode/slim/index.html","9","1","9","68"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///addon/fold/xml-fold.js:19:32:19:82""]].","/addon/fold/xml-fold.js","18","39","18","40"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\-' is equivalent to just '-', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///addon/fold/xml-fold.js:19:32:19:82""]].","/addon/fold/xml-fold.js","18","35","18","36"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","34","115","35"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","39","115","40"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","42","115","43"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","46","115","47"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","49","115","50"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","53","115","54"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","56","115","57"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","60","115","61"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","63","115","64"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","67","115","68"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","70","115","71"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","74","115","75"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","77","115","78"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","81","115","82"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","84","115","85"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","88","115","89"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","91","115","92"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","96","115","97"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","99","115","100"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","104","115","105"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","107","115","108"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\.' is equivalent to just '.', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///mode/fortran/fortran.js:115:32:115:116""]].","/mode/fortran/fortran.js","115","113","115","114"
