"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/canvg_context2d/bar_graph_with_text_and_lines.html","10","7","11","106"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/canvg_context2d/bar_graph_with_text_and_lines.html","8","7","8","117"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/canvg_context2d/piechart.html","10","5","11","102"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/canvg_context2d/piechart.html","8","5","8","115"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/runner.html","11","2","11","98"
"Inclusion of functionality from an untrusted source","Including functionality from an untrusted source may allow an attacker to control the functionality and execute arbitrary code.","warning","Script loaded from content delivery network with no integrity check.","/examples/runner.html","10","2","10","92"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\(' is equivalent to just '(', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///examples/js/ace.js:123:24:123:34""]].
The escape sequence '\(' is equivalent to just '(', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///fontconverter/filereader.js:115:46:115:54""]].","/fontconverter/filereader.js","115","48","115","49"
"Useless regular-expression character escape","Prepending a backslash to an ordinary character in a string does not have any effect, and may make regular expressions constructed from this string behave unexpectedly.","error","The escape sequence '\)' is equivalent to just ')', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///examples/js/ace.js:123:24:123:34""]].
The escape sequence '\)' is equivalent to just ')', so the sequence may still represent a meta-character when it is used in a [[""regular expression""|""relative:///fontconverter/filereader.js:115:46:115:54""]].","/fontconverter/filereader.js","115","52","115","53"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of /[\]]/.","/examples/js/test_harness.js","137","12","137","46"
"Incomplete string escaping or encoding","A string transformer that does not replace or escape all occurrences of a meta-character may be ineffective.","warning","This replaces only the first occurrence of /[\[]/.","/examples/js/test_harness.js","137","12","137","23"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///dist/jspdf.es.js:6974:10:6976:26""]].","/dist/jspdf.es.js","6974","10","6975","27"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///dist/jspdf.node.js:6783:10:6785:26""]].","/dist/jspdf.node.js","6783","10","6784","27"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///dist/jspdf.umd.js:6978:12:6980:28""]].","/dist/jspdf.umd.js","6978","12","6979","29"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///examples/PDF.js/build/pdf.worker.js:19171:34:19173:40""]].","/examples/PDF.js/build/pdf.worker.js","19171","34","19172","41"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///examples/PDF.js/web/viewer.js:18858:20:18860:36""]].","/examples/PDF.js/web/viewer.js","18858","20","18859","37"
"Double escaping or unescaping","When escaping special characters using a meta-character like backslash or ampersand, the meta-character has to be escaped first to avoid double-escaping, and conversely it has to be unescaped last to avoid double-unescaping.","warning","This replacement may produce '\' characters that are double-unescaped [[""here""|""relative:///src/modules/acroform.js:27:10:29:26""]].","/src/modules/acroform.js","27","10","28","27"
